0.100000	0.995086
0.200000	0.980714
0.300000	0.957485
0.400000	0.926058
0.500000	0.887137
0.600000	0.841469
0.700000	0.789827
0.800000	0.733006
0.900000	0.671812
1.000000	0.607055
1.100000	0.539541
1.200000	0.470060
1.300000	0.399387
1.400000	0.328268
1.500000	0.257419
1.600000	0.187516
1.700000	0.119195
1.800000	0.053044
1.900000	-0.010398
2.000000	-0.070644
2.100000	-0.127264
2.200000	-0.179882
2.300000	-0.228180
2.400000	-0.271899
2.500000	-0.310836
2.600000	-0.344845
2.700000	-0.373834
2.800000	-0.397766
2.900000	-0.416654
3.000000	-0.430561
3.100000	-0.439592
3.200000	-0.443900
3.300000	-0.443670
3.400000	-0.439128
3.500000	-0.430528
3.600000	-0.418151
3.700000	-0.402303
3.800000	-0.383307
3.900000	-0.361501
4.000000	-0.337236
4.100000	-0.310867
4.200000	-0.282755
4.300000	-0.253258
4.400000	-0.222732
4.500000	-0.191523
4.600000	-0.159970
4.700000	-0.128397
4.800000	-0.097112
4.900000	-0.066407
5.000000	-0.036551
5.100000	-0.007796
5.200000	0.019633
5.300000	0.045533
5.400000	0.069726
5.500000	0.092059
5.600000	0.112406
5.700000	0.130665
5.800000	0.146761
5.900000	0.160641
6.000000	0.172278
6.100000	0.181669
6.200000	0.188831
6.300000	0.193804
6.400000	0.196645
6.500000	0.197431
6.600000	0.196255
6.700000	0.193223
6.800000	0.188457
6.900000	0.182085
7.000000	0.174251
7.100000	0.165099
7.200000	0.154786
7.300000	0.143466
7.400000	0.131301
7.500000	0.118449
7.600000	0.105069
7.700000	0.091318
7.800000	0.077348
7.900000	0.063305
8.000000	0.049330
8.100000	0.035556
8.200000	0.022107
8.300000	0.009099
8.400000	-0.003364
8.500000	-0.015186
8.600000	-0.026283
8.700000	-0.036584
8.800000	-0.046025
8.900000	-0.054557
9.000000	-0.062141
9.100000	-0.068750
9.200000	-0.074367
9.300000	-0.078985
9.400000	-0.082607
9.500000	-0.085249
9.600000	-0.086930
9.700000	-0.087682
9.800000	-0.087543
9.900000	-0.086558
10.000000	-0.084777
10.100000	-0.082256
10.200000	-0.079057
10.300000	-0.075244
10.400000	-0.070883
10.500000	-0.066044
10.600000	-0.060797
10.700000	-0.055214
10.800000	-0.049364
10.900000	-0.043319
11.000000	-0.037147
11.100000	-0.030914
11.200000	-0.024683
11.300000	-0.018516
11.400000	-0.012469
11.500000	-0.006595
11.600000	-0.000944
11.700000	0.004441
11.800000	0.009520
11.900000	0.014259
12.000000	0.018628
12.100000	0.022601
12.200000	0.026161
12.300000	0.029293
12.400000	0.031986
12.500000	0.034236
12.600000	0.036042
12.700000	0.037409
12.800000	0.038345
12.900000	0.038862
13.000000	0.038975
13.100000	0.038702
13.200000	0.038065
13.300000	0.037089
13.400000	0.035798
13.500000	0.034222
13.600000	0.032389
13.700000	0.030330
13.800000	0.028076
13.900000	0.025657
14.000000	0.023107
14.100000	0.020456
14.200000	0.017735
14.300000	0.014974
14.400000	0.012201
14.500000	0.009445
14.600000	0.006731
14.700000	0.004084
14.800000	0.001526
14.900000	-0.000922
15.000000	-0.003241
15.100000	-0.005416
15.200000	-0.007432
15.300000	-0.009277
15.400000	-0.010942
15.500000	-0.012419
15.600000	-0.013703
15.700000	-0.014791
15.800000	-0.015681
15.900000	-0.016376
16.000000	-0.016876
16.100000	-0.017188
16.200000	-0.017318
16.300000	-0.017272
16.400000	-0.017060
16.500000	-0.016692
16.600000	-0.016179
16.700000	-0.015534
16.800000	-0.014769
16.900000	-0.013897
17.000000	-0.012932
17.100000	-0.011888
17.200000	-0.010780
17.300000	-0.009620
17.400000	-0.008423
17.500000	-0.007202
17.600000	-0.005971
